model_key,benchmark,task,core,n_total,n_parsed,n_parse_errors,parse_coverage,n_evaluated,n_positive,n_negative,tp,fp,tn,fn,accuracy,precision,recall,specificity,f1,balanced_accuracy,auroc,n_scored_probabilities
sguard-2b,wildguardtest,prompt_harm,True,1699,1699,0,1.00000000,1699,754,945,645,53,892,109,0.90464979,0.92406877,0.85543767,0.94391534,0.88842975,0.89967650,0.96072306,1699
sguard-2b,wildguardtest,response_harm,True,1709,1709,0,1.00000000,1709,284,1425,225,57,1368,59,0.93212405,0.79787234,0.79225352,0.96000000,0.79505300,0.87612676,0.94841735,1709
sguard-2b,xstest_response,response_harm,True,446,446,0,1.00000000,446,78,368,67,2,366,11,0.97085202,0.97101449,0.85897436,0.99456522,0.91156463,0.92676979,0.99531424,446
shieldgemma-27b,aegis_v1,prompt_harm,True,359,359,0,1.00000000,359,233,126,125,5,121,108,0.68523677,0.96153846,0.53648069,0.96031746,0.68870523,0.74839907,0.90615846,359
shieldgemma-27b,aegis_v2,prompt_harm,False,1964,1964,0,1.00000000,1964,1059,905,626,68,837,433,0.74490835,0.90201729,0.59112370,0.92486188,0.71420422,0.75799279,0.86622165,1964
shieldgemma-27b,beavertails,response_harm,True,3021,3021,0,1.00000000,3021,1733,1288,955,114,1174,778,0.70473353,0.89335828,0.55106751,0.91149068,0.68165596,0.73127910,0.81653969,3021
shieldgemma-27b,harmbench,prompt_harm,True,239,239,0,1.00000000,239,239,0,95,0,0,144,0.39748954,1.00000000,0.39748954,,0.56886228,,,239
shieldgemma-27b,harmbench,response_harm,True,602,602,0,1.00000000,602,273,329,140,30,299,133,0.72923588,0.82352941,0.51282051,0.90881459,0.63205418,0.71081755,0.78722848,602
shieldgemma-27b,openai_mod,prompt_harm,True,1680,1680,0,1.00000000,1680,522,1158,489,229,929,33,0.84404762,0.68105850,0.93678161,0.80224525,0.78870968,0.86951343,0.94646438,1680
shieldgemma-27b,saferlhf,response_harm,True,2000,2000,0,1.00000000,2000,1000,1000,407,163,837,593,0.62200000,0.71403509,0.40700000,0.83700000,0.51847134,0.62200000,0.64852000,2000
shieldgemma-27b,simplesafetytests,prompt_harm,False,100,100,0,1.00000000,100,100,0,73,0,0,27,0.73000000,1.00000000,0.73000000,,0.84393064,,,100
shieldgemma-27b,toxicchat,prompt_harm,True,2853,2853,0,1.00000000,2853,362,2491,219,45,2446,143,0.93410445,0.82954545,0.60497238,0.98193497,0.69968051,0.79345367,0.96517075,2853
shieldgemma-27b,wildguardtest,prompt_harm,True,1699,1699,0,1.00000000,1699,754,945,290,20,925,464,0.71512655,0.93548387,0.38461538,0.97883598,0.54511278,0.68172568,0.82497088,1699
shieldgemma-27b,wildguardtest,response_harm,True,1709,1709,0,1.00000000,1709,284,1425,113,21,1404,171,0.88765360,0.84328358,0.39788732,0.98526316,0.54066986,0.69157524,0.85852978,1709
shieldgemma-27b,xstest_response,response_harm,True,446,446,0,1.00000000,446,78,368,66,15,353,12,0.93946188,0.81481481,0.84615385,0.95923913,0.83018868,0.90269649,0.92818074,446
shieldgemma-2b,aegis_v1,prompt_harm,True,359,359,0,1.00000000,359,233,126,136,6,120,97,0.71309192,0.95774648,0.58369099,0.95238095,0.72533333,0.76803597,0.89251652,359
shieldgemma-2b,aegis_v2,prompt_harm,False,1964,1964,0,1.00000000,1964,1059,905,675,86,819,384,0.76069246,0.88699080,0.63739377,0.90497238,0.74175824,0.77118307,0.86138805,1964
shieldgemma-2b,beavertails,response_harm,True,3021,3021,0,1.00000000,3021,1733,1288,858,69,1219,875,0.68752069,0.92556634,0.49509521,0.94642857,0.64511278,0.72076189,0.80038945,3021
shieldgemma-2b,harmbench,prompt_harm,True,239,239,0,1.00000000,239,239,0,109,0,0,130,0.45606695,1.00000000,0.45606695,,0.62643678,,,239
shieldgemma-2b,harmbench,response_harm,True,602,602,0,1.00000000,602,273,329,128,23,306,145,0.72093023,0.84768212,0.46886447,0.93009119,0.60377358,0.69947783,0.76535066,602
shieldgemma-2b,openai_mod,prompt_harm,True,1680,1680,0,1.00000000,1680,522,1158,480,242,916,42,0.83095238,0.66481994,0.91954023,0.79101900,0.77170418,0.85527961,0.94027968,1680
shieldgemma-2b,saferlhf,response_harm,True,2000,2000,0,1.00000000,2000,1000,1000,298,81,919,702,0.60850000,0.78627968,0.29800000,0.91900000,0.43219724,0.60850000,0.64944550,2000
shieldgemma-2b,simplesafetytests,prompt_harm,False,100,100,0,1.00000000,100,100,0,74,0,0,26,0.74000000,1.00000000,0.74000000,,0.85057471,,,100
shieldgemma-2b,toxicchat,prompt_harm,True,2853,2853,0,1.00000000,2853,362,2491,222,62,2429,140,0.92919734,0.78169014,0.61325967,0.97511040,0.68730650,0.79418503,0.95052132,2853
shieldgemma-2b,wildguardtest,prompt_harm,True,1699,1699,0,1.00000000,1699,754,945,293,42,903,461,0.70394350,0.87462687,0.38859416,0.95555556,0.53810836,0.67207486,0.79002919,1699
shieldgemma-2b,wildguardtest,response_harm,True,1709,1709,0,1.00000000,1709,284,1425,89,19,1406,195,0.87478057,0.82407407,0.31338028,0.98666667,0.45408163,0.65002347,0.82810230,1709
shieldgemma-2b,xstest_response,response_harm,True,446,446,0,1.00000000,446,78,368,62,9,359,16,0.94394619,0.87323944,0.79487179,0.97554348,0.83221477,0.88520764,0.91114479,446
shieldgemma-9b,aegis_v1,prompt_harm,True,359,359,0,1.00000000,359,233,126,129,5,121,104,0.69637883,0.96268657,0.55364807,0.96031746,0.70299728,0.75698276,0.89994209,359
shieldgemma-9b,aegis_v2,prompt_harm,False,1964,1964,0,1.00000000,1964,1059,905,641,76,829,418,0.74847251,0.89400279,0.60528801,0.91602210,0.72184685,0.76065505,0.86714038,1964
shieldgemma-9b,beavertails,response_harm,True,3021,3021,0,1.00000000,3021,1733,1288,814,70,1218,919,0.67262496,0.92081448,0.46970571,0.94565217,0.62208636,0.70767894,0.81299818,3021
shieldgemma-9b,harmbench,prompt_harm,True,239,239,0,1.00000000,239,239,0,102,0,0,137,0.42677824,1.00000000,0.42677824,,0.59824047,,,239
shieldgemma-9b,harmbench,response_harm,True,602,602,0,1.00000000,602,273,329,132,24,305,141,0.72591362,0.84615385,0.48351648,0.92705167,0.61538462,0.70528408,0.79929746,602
shieldgemma-9b,openai_mod,prompt_harm,True,1680,1680,0,1.00000000,1680,522,1158,478,210,948,44,0.84880952,0.69476744,0.91570881,0.81865285,0.79008264,0.86718083,0.94499285,1680
shieldgemma-9b,saferlhf,response_harm,True,2000,2000,0,1.00000000,2000,1000,1000,311,95,905,689,0.60800000,0.76600985,0.31100000,0.90500000,0.44238976,0.60800000,0.65265800,2000
shieldgemma-9b,simplesafetytests,prompt_harm,False,100,100,0,1.00000000,100,100,0,72,0,0,28,0.72000000,1.00000000,0.72000000,,0.83720930,,,100
shieldgemma-9b,toxicchat,prompt_harm,True,2853,2853,0,1.00000000,2853,362,2491,210,44,2447,152,0.93130039,0.82677165,0.58011050,0.98233641,0.68181818,0.78122345,0.95673042,2853
shieldgemma-9b,wildguardtest,prompt_harm,True,1699,1699,0,1.00000000,1699,754,945,286,25,920,468,0.70982931,0.91961415,0.37931034,0.97354497,0.53708920,0.67642766,0.80857718,1699
shieldgemma-9b,wildguardtest,response_harm,True,1709,1709,0,1.00000000,1709,284,1425,102,17,1408,182,0.88355764,0.85714286,0.35915493,0.98807018,0.50620347,0.67361255,0.85193106,1709
shieldgemma-9b,xstest_response,response_harm,True,446,446,0,1.00000000,446,78,368,62,5,363,16,0.95291480,0.92537313,0.79487179,0.98641304,0.85517241,0.89064242,0.92844203,446
shieldlm-7b,beavertails,response_harm,True,3021,3021,0,1.00000000,3021,1733,1288,1485,231,1057,248,0.84144323,0.86538462,0.85689556,0.82065217,0.86111916,0.83877387,0.91950061,3021
shieldlm-7b,harmbench,response_harm,True,602,602,0,1.00000000,602,273,329,259,71,258,14,0.85880399,0.78484848,0.94871795,0.78419453,0.85903814,0.86645624,0.92127326,602
shieldlm-7b,saferlhf,response_harm,True,2000,2000,0,1.00000000,2000,1000,1000,677,280,720,323,0.69850000,0.70741902,0.67700000,0.72000000,0.69187532,0.69850000,0.77574550,2000
shieldlm-7b,wildguardtest,response_harm,True,1709,1709,0,1.00000000,1709,284,1425,214,72,1353,70,0.91691047,0.74825175,0.75352113,0.94947368,0.75087719,0.85149741,0.93705955,1709
shieldlm-7b,xstest_response,response_harm,True,446,446,0,1.00000000,446,78,368,75,19,349,3,0.95067265,0.79787234,0.96153846,0.94836957,0.87209302,0.95495401,0.99439103,446
shieldstral-3b,aegis_v1,prompt_harm,True,359,359,0,1.00000000,359,233,126,220,40,86,13,0.85236769,0.84615385,0.94420601,0.68253968,0.89249493,0.81337285,0.93373186,359
shieldstral-3b,aegis_v2,prompt_harm,False,1964,1964,0,1.00000000,1964,1059,905,987,329,576,72,0.79582485,0.75000000,0.93201133,0.63646409,0.83115789,0.78423771,0.90451171,1964
shieldstral-3b,beavertails,response_harm,True,3021,3021,0,1.00000000,3021,1733,1288,1542,348,940,191,0.82158226,0.81587302,0.88978650,0.72981366,0.85122826,0.80980008,0.90998695,3021
shieldstral-3b,harmbench,prompt_harm,True,239,239,0,1.00000000,239,239,0,234,0,0,5,0.97907950,1.00000000,0.97907950,,0.98942918,,,239
shieldstral-3b,harmbench,response_harm,True,602,602,0,1.00000000,602,273,329,261,87,242,12,0.83554817,0.75000000,0.95604396,0.73556231,0.84057971,0.84580313,0.91850095,602
shieldstral-3b,openai_mod,prompt_harm,True,1680,1680,0,1.00000000,1680,522,1158,516,544,614,6,0.67261905,0.48679245,0.98850575,0.53022453,0.65233881,0.75936514,0.92976148,1680
shieldstral-3b,saferlhf,response_harm,True,2000,2000,0,1.00000000,2000,1000,1000,744,397,603,256,0.67350000,0.65205960,0.74400000,0.60300000,0.69500234,0.67350000,0.74786900,2000
shieldstral-3b,simplesafetytests,prompt_harm,False,100,100,0,1.00000000,100,100,0,100,0,0,0,1.00000000,1.00000000,1.00000000,,1.00000000,,,100
shieldstral-3b,toxicchat,prompt_harm,True,2853,2853,0,1.00000000,2853,362,2491,342,327,2164,20,0.87837364,0.51121076,0.94475138,0.86872742,0.66343356,0.90673940,0.96001462,2853
shieldstral-3b,wildguardtest,prompt_harm,True,1699,1699,0,1.00000000,1699,754,945,665,68,877,89,0.90759270,0.90723056,0.88196286,0.92804233,0.89441829,0.90500260,0.93087238,1699
shieldstral-3b,wildguardtest,response_harm,True,1709,1709,0,1.00000000,1709,284,1425,236,177,1248,48,0.86834406,0.57142857,0.83098592,0.87578947,0.67718795,0.85338769,0.90536694,1709
shieldstral-3b,xstest_response,response_harm,True,446,446,0,1.00000000,446,78,368,75,43,325,3,0.89686099,0.63559322,0.96153846,0.88315217,0.76530612,0.92234532,0.98848593,446
toxic-bert,aegis_v1,prompt_harm,True,359,359,0,1.00000000,359,233,126,33,4,122,200,0.43175487,0.89189189,0.14163090,0.96825397,0.24444444,0.55494243,0.73717556,359
toxic-bert,aegis_v2,prompt_harm,False,1964,1964,0,1.00000000,1964,1059,905,170,34,871,889,0.53004073,0.83333333,0.16052880,0.96243094,0.26920032,0.56147987,0.71965682,1964
toxic-bert,beavertails,response_harm,True,3021,3021,0,1.00000000,3021,1733,1288,140,19,1269,1593,0.46640185,0.88050314,0.08078477,0.98524845,0.14799154,0.53301661,0.61914947,3021
toxic-bert,harmbench,prompt_harm,True,239,239,0,1.00000000,239,239,0,9,0,0,230,0.03765690,1.00000000,0.03765690,,0.07258065,,,239
toxic-bert,harmbench,response_harm,True,602,602,0,1.00000000,602,273,329,10,0,329,263,0.56312292,1.00000000,0.03663004,1.00000000,0.07067138,0.51831502,0.69208502,602
toxic-bert,openai_mod,prompt_harm,True,1680,1680,0,1.00000000,1680,522,1158,292,90,1068,230,0.80952381,0.76439791,0.55938697,0.92227979,0.64601770,0.74083338,0.88373484,1680
toxic-bert,saferlhf,response_harm,True,2000,2000,0,1.00000000,2000,1000,1000,59,34,966,941,0.51250000,0.63440860,0.05900000,0.96600000,0.10795974,0.51250000,0.53141400,2000
toxic-bert,simplesafetytests,prompt_harm,False,100,100,0,1.00000000,100,100,0,17,0,0,83,0.17000000,1.00000000,0.17000000,,0.29059829,,,100
toxic-bert,toxicchat,prompt_harm,True,2853,2853,0,1.00000000,2853,362,2491,60,30,2461,302,0.88363127,0.66666667,0.16574586,0.98795664,0.26548673,0.57685125,0.78322403,2853
toxic-bert,wildguardtest,prompt_harm,True,1699,1699,0,1.00000000,1699,754,945,1,0,945,753,0.55679812,1.00000000,0.00132626,1.00000000,0.00264901,0.50066313,0.52496105,1699
toxic-bert,wildguardtest,response_harm,True,1709,1709,0,1.00000000,1709,284,1425,5,1,1424,279,0.83616150,0.83333333,0.01760563,0.99929825,0.03448276,0.50845194,0.64490981,1709
toxic-bert,xstest_response,response_harm,True,446,446,0,1.00000000,446,78,368,0,0,368,78,0.82511211,0.00000000,0.00000000,1.00000000,0.00000000,0.50000000,0.72394091,446
